image_name,tags
train_185,not_cloudy
train_186,not_cloudy
train_187,not_cloudy
train_188,not_cloudy
train_189,not_cloudy
train_190,not_cloudy
train_191,not_cloudy
train_192,not_cloudy
train_193,not_cloudy
train_194,not_cloudy
train_195,not_cloudy
train_196,not_cloudy
train_197,not_cloudy
train_198,not_cloudy
train_199,not_cloudy
train_200,not_cloudy
train_201,not_cloudy
train_202,not_cloudy
train_203,cloudy
train_204,not_cloudy
train_205,not_cloudy
train_206,not_cloudy
train_207,not_cloudy
train_208,not_cloudy
train_209,not_cloudy
train_210,not_cloudy
train_211,not_cloudy
train_212,not_cloudy
train_213,not_cloudy
train_214,not_cloudy
train_215,not_cloudy
train_216,not_cloudy
train_217,not_cloudy
train_218,not_cloudy
train_219,not_cloudy
train_220,not_cloudy
train_221,not_cloudy
train_222,not_cloudy
train_223,not_cloudy
train_224,not_cloudy
train_225,not_cloudy
train_226,cloudy
train_227,not_cloudy
train_228,not_cloudy
train_229,not_cloudy
train_230,not_cloudy
train_231,not_cloudy
train_232,not_cloudy
train_233,not_cloudy
train_234,cloudy
train_235,not_cloudy
train_236,not_cloudy
train_237,not_cloudy
train_238,not_cloudy
train_239,not_cloudy
train_240,not_cloudy
train_241,not_cloudy
train_242,not_cloudy
train_243,not_cloudy
train_244,not_cloudy
train_245,not_cloudy
train_246,not_cloudy
train_247,not_cloudy
train_248,not_cloudy
train_249,not_cloudy
train_250,not_cloudy
train_251,not_cloudy
train_252,not_cloudy
train_253,not_cloudy
train_254,not_cloudy
train_255,not_cloudy
train_256,not_cloudy
train_257,cloudy
train_258,not_cloudy
train_259,not_cloudy
train_260,not_cloudy
train_261,not_cloudy
train_262,not_cloudy
train_263,not_cloudy
train_264,not_cloudy
train_265,not_cloudy
train_266,not_cloudy
train_267,not_cloudy
train_268,not_cloudy
train_269,not_cloudy
train_270,not_cloudy
train_271,not_cloudy
train_272,not_cloudy
train_273,not_cloudy
train_274,not_cloudy
train_275,not_cloudy
train_276,not_cloudy
train_277,not_cloudy
train_278,not_cloudy
train_279,not_cloudy
train_280,not_cloudy
train_281,not_cloudy
train_282,not_cloudy
train_283,not_cloudy
train_284,cloudy
train_285,cloudy
train_286,not_cloudy
train_287,not_cloudy
train_288,not_cloudy
train_289,not_cloudy
train_290,not_cloudy
train_291,not_cloudy
train_292,not_cloudy
train_293,not_cloudy
train_294,not_cloudy
train_295,not_cloudy
train_296,not_cloudy
train_297,not_cloudy
train_298,not_cloudy
train_299,not_cloudy
train_300,not_cloudy
train_301,not_cloudy
train_302,cloudy
train_303,not_cloudy
train_304,not_cloudy
train_305,not_cloudy
train_306,not_cloudy
train_307,not_cloudy
train_308,not_cloudy
train_309,not_cloudy
train_310,not_cloudy
train_311,not_cloudy
train_312,not_cloudy
train_313,not_cloudy
train_314,not_cloudy
train_315,not_cloudy
train_316,not_cloudy
train_317,not_cloudy
train_318,not_cloudy
train_319,not_cloudy
train_320,not_cloudy
train_321,not_cloudy
train_322,not_cloudy
train_323,not_cloudy
train_324,not_cloudy
train_325,not_cloudy
train_326,not_cloudy
train_327,not_cloudy
train_328,not_cloudy
train_329,not_cloudy
train_330,not_cloudy
train_331,not_cloudy
train_332,not_cloudy
train_333,not_cloudy
train_334,not_cloudy
train_335,not_cloudy
train_336,not_cloudy
train_337,cloudy
train_338,not_cloudy
train_339,not_cloudy
train_340,not_cloudy
train_341,not_cloudy
train_342,not_cloudy
train_343,cloudy
train_344,not_cloudy
train_345,not_cloudy
train_346,not_cloudy
train_347,not_cloudy
train_348,not_cloudy
train_349,not_cloudy
train_350,not_cloudy
train_351,not_cloudy
train_352,cloudy
train_353,not_cloudy
train_354,not_cloudy
train_355,not_cloudy
train_356,not_cloudy
train_357,not_cloudy
train_358,not_cloudy
train_359,not_cloudy
train_360,not_cloudy
train_361,not_cloudy
train_362,not_cloudy
train_363,not_cloudy
train_364,not_cloudy
train_365,not_cloudy
train_366,not_cloudy
train_367,not_cloudy
train_368,not_cloudy
train_369,not_cloudy
train_370,not_cloudy
train_371,not_cloudy
train_372,not_cloudy
train_373,not_cloudy
train_374,not_cloudy
train_375,not_cloudy
train_376,not_cloudy
train_377,not_cloudy
train_378,not_cloudy
train_379,not_cloudy
train_380,not_cloudy
train_381,not_cloudy
train_382,not_cloudy
train_383,not_cloudy
train_384,not_cloudy
train_385,not_cloudy
train_386,not_cloudy
train_387,not_cloudy
train_388,not_cloudy
train_389,not_cloudy
train_390,not_cloudy
train_391,not_cloudy
train_392,not_cloudy
train_393,not_cloudy
train_394,not_cloudy
train_395,not_cloudy
train_396,cloudy
train_397,not_cloudy
train_398,not_cloudy
train_399,not_cloudy
train_400,not_cloudy
train_401,not_cloudy
train_402,not_cloudy
train_403,not_cloudy
train_404,not_cloudy
train_405,not_cloudy
train_406,not_cloudy
train_407,not_cloudy
train_408,not_cloudy
train_409,not_cloudy
train_410,not_cloudy
train_411,not_cloudy
train_412,not_cloudy
train_413,cloudy
train_414,not_cloudy
train_415,not_cloudy
train_416,not_cloudy
train_417,not_cloudy
train_418,not_cloudy
train_419,not_cloudy
train_420,not_cloudy
train_421,not_cloudy
train_422,not_cloudy
train_423,not_cloudy
train_424,not_cloudy
train_425,not_cloudy
train_426,not_cloudy
train_427,not_cloudy
train_428,not_cloudy
train_429,not_cloudy
train_430,not_cloudy
train_431,not_cloudy
train_432,not_cloudy
train_433,not_cloudy
train_434,not_cloudy
train_435,not_cloudy
train_436,not_cloudy
train_437,cloudy
train_438,not_cloudy
train_439,not_cloudy
train_440,not_cloudy
train_441,not_cloudy
train_442,not_cloudy
train_443,not_cloudy
train_444,not_cloudy
train_445,not_cloudy
train_446,not_cloudy
train_447,not_cloudy
train_448,not_cloudy
train_449,not_cloudy
train_450,not_cloudy
train_451,not_cloudy
train_452,not_cloudy
train_453,cloudy
train_454,not_cloudy
train_455,not_cloudy
train_456,not_cloudy
train_457,not_cloudy
train_458,not_cloudy
train_459,not_cloudy
train_460,not_cloudy
train_461,not_cloudy
train_462,not_cloudy
train_463,not_cloudy
train_464,not_cloudy
train_465,not_cloudy
train_466,not_cloudy
train_467,not_cloudy
train_468,not_cloudy
train_469,not_cloudy
train_470,not_cloudy
train_471,not_cloudy
train_472,not_cloudy
train_473,not_cloudy
train_474,not_cloudy
train_475,not_cloudy
train_476,cloudy
train_477,not_cloudy
train_478,not_cloudy
train_479,not_cloudy
train_480,not_cloudy
train_481,not_cloudy
train_482,not_cloudy
train_483,not_cloudy
train_484,not_cloudy
train_485,not_cloudy
train_486,not_cloudy
train_487,not_cloudy
train_488,not_cloudy
train_489,not_cloudy
train_490,not_cloudy
train_491,not_cloudy
train_492,not_cloudy
train_493,not_cloudy
train_494,not_cloudy
train_495,not_cloudy
train_496,not_cloudy
train_497,not_cloudy
train_498,not_cloudy
train_499,not_cloudy
train_500,not_cloudy
train_501,not_cloudy
train_502,not_cloudy
train_503,not_cloudy
train_504,not_cloudy
train_505,not_cloudy
train_506,not_cloudy
train_507,not_cloudy
train_508,not_cloudy
train_509,not_cloudy
train_510,not_cloudy
train_511,not_cloudy
train_512,not_cloudy
train_513,not_cloudy
train_514,not_cloudy
train_515,not_cloudy
train_516,not_cloudy
train_517,not_cloudy
train_518,not_cloudy
train_519,not_cloudy
train_520,not_cloudy
train_521,not_cloudy
train_522,not_cloudy
train_523,not_cloudy
train_524,not_cloudy
train_525,not_cloudy
train_526,not_cloudy
train_527,not_cloudy
train_528,not_cloudy
train_529,not_cloudy
train_530,not_cloudy
train_531,not_cloudy
train_532,not_cloudy
train_533,not_cloudy
train_534,cloudy
train_535,not_cloudy
train_536,not_cloudy
train_537,not_cloudy
train_538,not_cloudy
train_539,not_cloudy
train_540,not_cloudy
train_541,not_cloudy
train_542,not_cloudy
train_543,not_cloudy
train_544,not_cloudy
train_545,not_cloudy
train_546,not_cloudy
train_547,not_cloudy
train_548,not_cloudy
train_549,not_cloudy
train_550,not_cloudy
train_551,not_cloudy
train_552,not_cloudy
train_553,not_cloudy
train_554,not_cloudy
train_555,not_cloudy
train_556,not_cloudy
train_557,not_cloudy
train_558,not_cloudy
train_559,not_cloudy
train_560,not_cloudy
train_561,not_cloudy
train_562,not_cloudy
train_563,not_cloudy
train_564,not_cloudy
train_565,not_cloudy
train_566,not_cloudy
train_567,not_cloudy
train_568,not_cloudy
train_569,cloudy
train_570,not_cloudy
train_571,not_cloudy
train_572,not_cloudy
train_573,not_cloudy
train_574,not_cloudy
train_575,not_cloudy
train_576,not_cloudy
train_577,not_cloudy
train_578,not_cloudy
train_579,not_cloudy
train_580,not_cloudy
train_581,not_cloudy
train_582,cloudy
train_583,not_cloudy
train_584,not_cloudy
train_585,not_cloudy
train_586,not_cloudy
train_587,not_cloudy
train_588,not_cloudy
train_589,not_cloudy
train_590,not_cloudy
train_591,not_cloudy
train_592,not_cloudy
train_593,not_cloudy
train_594,not_cloudy
train_595,not_cloudy
train_596,not_cloudy
train_597,not_cloudy
train_598,not_cloudy
train_599,not_cloudy
train_600,not_cloudy
train_601,cloudy
train_602,not_cloudy
train_603,not_cloudy
train_604,not_cloudy
train_605,not_cloudy
train_606,not_cloudy
train_607,not_cloudy
train_608,not_cloudy
train_609,not_cloudy
train_610,not_cloudy
train_611,not_cloudy
train_612,not_cloudy
train_613,not_cloudy
train_614,not_cloudy
train_615,not_cloudy
train_616,not_cloudy
train_617,not_cloudy
train_618,not_cloudy
train_619,not_cloudy
train_620,not_cloudy
train_621,not_cloudy
train_622,not_cloudy
train_623,not_cloudy
train_624,not_cloudy
train_625,not_cloudy
train_626,not_cloudy
train_627,not_cloudy
train_628,not_cloudy
train_629,not_cloudy
train_630,not_cloudy
train_631,not_cloudy
train_632,not_cloudy
train_633,not_cloudy
train_634,not_cloudy
train_635,not_cloudy
train_636,not_cloudy
train_637,not_cloudy
train_638,not_cloudy
train_639,not_cloudy
train_640,not_cloudy
train_641,not_cloudy
train_642,not_cloudy
train_643,not_cloudy
train_644,not_cloudy
train_645,not_cloudy
train_646,cloudy
train_647,not_cloudy
train_648,not_cloudy
train_649,not_cloudy
train_650,cloudy
train_651,not_cloudy
train_652,not_cloudy
train_653,not_cloudy
train_654,not_cloudy
train_655,not_cloudy
train_656,not_cloudy
train_657,not_cloudy
train_658,not_cloudy
train_659,not_cloudy
train_660,not_cloudy
train_661,not_cloudy
train_662,not_cloudy
train_663,not_cloudy
train_664,not_cloudy
train_665,not_cloudy
train_666,not_cloudy
train_667,not_cloudy
train_668,not_cloudy
train_669,not_cloudy
train_670,not_cloudy
train_671,not_cloudy
train_672,not_cloudy
train_673,not_cloudy
train_674,not_cloudy
train_675,not_cloudy
train_676,not_cloudy
train_677,not_cloudy
train_678,not_cloudy
train_679,not_cloudy
train_680,not_cloudy
train_681,not_cloudy
train_682,not_cloudy
train_683,not_cloudy
train_684,not_cloudy
train_685,not_cloudy
train_686,not_cloudy
train_687,not_cloudy
train_688,not_cloudy
train_689,not_cloudy
train_690,not_cloudy
train_691,not_cloudy
train_692,not_cloudy
train_693,not_cloudy
train_694,not_cloudy
train_695,not_cloudy
train_696,not_cloudy
train_697,not_cloudy
train_698,not_cloudy
train_699,not_cloudy
train_700,not_cloudy
train_701,not_cloudy
train_702,not_cloudy
train_703,not_cloudy
train_704,not_cloudy
train_705,not_cloudy
train_706,not_cloudy
train_707,not_cloudy
train_708,not_cloudy
train_709,not_cloudy
train_710,not_cloudy
train_711,not_cloudy
train_712,not_cloudy
train_713,not_cloudy
train_714,not_cloudy
train_715,not_cloudy
train_716,not_cloudy
train_717,cloudy
train_718,not_cloudy
train_719,not_cloudy
train_720,not_cloudy
train_721,not_cloudy
train_722,not_cloudy
train_723,not_cloudy
train_724,not_cloudy
train_725,not_cloudy
train_726,not_cloudy
train_727,not_cloudy
train_728,not_cloudy
train_729,not_cloudy
train_730,not_cloudy
train_731,not_cloudy
train_732,not_cloudy
train_733,not_cloudy
train_734,not_cloudy
train_735,not_cloudy
train_736,not_cloudy
train_737,not_cloudy
train_738,not_cloudy
train_739,not_cloudy
train_740,not_cloudy
train_741,not_cloudy
train_742,not_cloudy
train_743,cloudy
train_744,not_cloudy
train_745,not_cloudy
train_746,not_cloudy
train_747,not_cloudy
train_748,not_cloudy
train_749,not_cloudy
train_750,not_cloudy
train_751,not_cloudy
train_752,not_cloudy
train_753,not_cloudy
train_754,not_cloudy
train_755,not_cloudy
train_756,not_cloudy
train_757,not_cloudy
train_758,cloudy
train_759,not_cloudy
train_760,not_cloudy
train_761,not_cloudy
train_762,not_cloudy
train_763,not_cloudy
train_764,not_cloudy
train_765,not_cloudy
train_766,not_cloudy
train_767,not_cloudy
train_768,not_cloudy
train_769,not_cloudy
train_770,not_cloudy
train_771,not_cloudy
train_772,not_cloudy
train_773,not_cloudy
train_774,not_cloudy
train_775,not_cloudy
train_776,not_cloudy
train_777,not_cloudy
train_778,not_cloudy
train_779,not_cloudy
train_780,not_cloudy
train_781,not_cloudy
train_782,cloudy
train_783,not_cloudy
train_784,not_cloudy
train_785,not_cloudy
train_786,not_cloudy
train_787,not_cloudy
train_788,not_cloudy
train_789,not_cloudy
train_790,cloudy
train_791,not_cloudy
train_792,not_cloudy
train_793,not_cloudy
train_794,not_cloudy
train_795,not_cloudy
train_796,not_cloudy
train_797,not_cloudy
train_798,not_cloudy
train_799,cloudy
train_800,not_cloudy
train_801,not_cloudy
train_802,not_cloudy
train_803,not_cloudy
train_804,not_cloudy
train_805,not_cloudy
train_806,not_cloudy
train_807,not_cloudy
train_808,not_cloudy
train_809,not_cloudy
train_810,not_cloudy
train_811,not_cloudy
train_812,not_cloudy
train_813,not_cloudy
train_814,not_cloudy
train_815,not_cloudy
train_816,not_cloudy
train_817,cloudy
train_818,not_cloudy
train_819,not_cloudy
train_820,not_cloudy
train_821,not_cloudy
train_822,not_cloudy
train_823,cloudy
train_824,not_cloudy
train_825,not_cloudy
train_826,not_cloudy
train_827,cloudy
train_828,not_cloudy
train_829,not_cloudy
train_830,not_cloudy
train_831,not_cloudy
train_832,not_cloudy
train_833,not_cloudy
train_834,not_cloudy
train_835,not_cloudy
train_836,not_cloudy
train_837,not_cloudy
train_838,not_cloudy
train_839,not_cloudy
train_840,not_cloudy
train_841,not_cloudy
train_842,not_cloudy
train_843,not_cloudy
train_844,not_cloudy
train_845,not_cloudy
train_846,not_cloudy
train_847,not_cloudy
train_848,not_cloudy
train_849,not_cloudy
train_850,not_cloudy
train_851,not_cloudy
train_852,not_cloudy
train_853,not_cloudy
train_854,not_cloudy
train_855,not_cloudy
train_856,not_cloudy
train_857,not_cloudy
train_858,not_cloudy
train_859,not_cloudy
train_860,cloudy
train_861,not_cloudy
train_862,not_cloudy
train_863,not_cloudy
train_864,not_cloudy
train_865,not_cloudy
train_866,not_cloudy
train_867,not_cloudy
train_868,not_cloudy
train_869,not_cloudy
train_870,not_cloudy
train_871,not_cloudy
train_872,not_cloudy
train_873,not_cloudy
train_874,not_cloudy
train_875,not_cloudy
train_876,not_cloudy
train_877,not_cloudy
train_878,not_cloudy
train_879,not_cloudy
train_880,not_cloudy
train_881,not_cloudy
train_882,not_cloudy
train_883,not_cloudy
train_884,not_cloudy
train_885,not_cloudy
train_886,not_cloudy
train_887,not_cloudy
train_888,cloudy
train_889,not_cloudy
train_890,not_cloudy
train_891,not_cloudy
train_892,not_cloudy
train_893,cloudy
train_894,not_cloudy
train_895,not_cloudy
train_896,not_cloudy
train_897,not_cloudy
train_898,not_cloudy
train_899,not_cloudy
train_900,not_cloudy
train_901,not_cloudy
train_902,cloudy
train_903,not_cloudy
train_904,not_cloudy
train_905,not_cloudy
train_906,not_cloudy
train_907,not_cloudy
train_908,not_cloudy
train_909,not_cloudy
train_910,not_cloudy
train_911,not_cloudy
train_912,not_cloudy
train_913,not_cloudy
train_914,not_cloudy
train_915,not_cloudy
train_916,not_cloudy
train_917,not_cloudy
train_918,not_cloudy
train_919,not_cloudy
train_920,not_cloudy
train_921,not_cloudy
train_922,not_cloudy
train_923,not_cloudy
train_924,not_cloudy
train_925,not_cloudy
train_926,not_cloudy
train_927,not_cloudy
train_928,not_cloudy
train_929,not_cloudy
train_930,not_cloudy
train_931,not_cloudy
train_932,not_cloudy
train_933,not_cloudy
train_934,not_cloudy
train_935,not_cloudy
train_936,not_cloudy
train_937,not_cloudy
train_938,cloudy
train_939,not_cloudy
train_940,not_cloudy
train_941,not_cloudy
train_942,not_cloudy
train_943,not_cloudy
train_944,not_cloudy
train_945,not_cloudy
train_946,not_cloudy
train_947,not_cloudy
train_948,not_cloudy
train_949,not_cloudy
train_950,not_cloudy
train_951,not_cloudy
train_952,not_cloudy
train_953,not_cloudy
train_954,not_cloudy
train_955,not_cloudy
train_956,not_cloudy
train_957,not_cloudy
train_958,not_cloudy
train_959,not_cloudy
train_960,not_cloudy
train_961,not_cloudy
train_962,not_cloudy
train_963,not_cloudy
train_964,not_cloudy
train_965,not_cloudy
train_966,not_cloudy
train_967,not_cloudy
train_968,not_cloudy
train_969,not_cloudy
train_970,cloudy
train_971,not_cloudy
train_972,not_cloudy
train_973,not_cloudy
train_974,not_cloudy
train_975,not_cloudy
train_976,not_cloudy
train_977,not_cloudy
train_978,not_cloudy
train_979,not_cloudy
train_980,not_cloudy
train_981,not_cloudy
train_982,not_cloudy
train_983,not_cloudy
train_984,cloudy
train_985,not_cloudy
train_986,not_cloudy
train_987,not_cloudy
train_988,not_cloudy
train_989,not_cloudy
train_990,not_cloudy
train_991,not_cloudy
train_992,not_cloudy
train_993,not_cloudy
train_994,not_cloudy
train_995,not_cloudy
train_996,not_cloudy
train_997,not_cloudy
train_998,not_cloudy
train_999,not_cloudy
train_1000,not_cloudy
train_1001,not_cloudy
train_1002,not_cloudy
train_1003,not_cloudy
train_1004,not_cloudy
train_1005,not_cloudy
train_1006,not_cloudy
train_1007,not_cloudy
train_1008,not_cloudy
train_1009,not_cloudy
train_1010,not_cloudy
train_1011,not_cloudy
train_1012,not_cloudy
train_1013,not_cloudy
train_1014,not_cloudy
train_1015,not_cloudy
train_1016,not_cloudy
train_1017,not_cloudy
train_1018,not_cloudy
train_1019,not_cloudy
train_1020,not_cloudy
train_1021,not_cloudy
train_1022,not_cloudy
train_1023,not_cloudy
train_1024,not_cloudy
train_1025,not_cloudy
train_1026,not_cloudy
train_1027,not_cloudy
train_1028,not_cloudy
train_1029,not_cloudy
train_1030,not_cloudy
train_1031,not_cloudy
train_1032,not_cloudy
train_1033,not_cloudy
train_1034,not_cloudy
train_1035,not_cloudy
train_1036,not_cloudy
train_1037,not_cloudy
train_1038,not_cloudy
train_1039,not_cloudy
train_1040,not_cloudy
train_1041,not_cloudy
train_1042,not_cloudy
train_1043,not_cloudy
train_1044,not_cloudy
train_1045,not_cloudy
train_1046,not_cloudy
train_1047,not_cloudy
train_1048,not_cloudy
train_1049,not_cloudy
train_1050,not_cloudy
train_1051,not_cloudy
train_1052,not_cloudy
train_1053,not_cloudy
train_1054,not_cloudy
train_1055,not_cloudy
train_1056,not_cloudy
train_1057,not_cloudy
train_1058,not_cloudy
train_1059,not_cloudy
train_1060,cloudy
train_1061,not_cloudy
train_1062,not_cloudy
train_1063,not_cloudy
train_1064,not_cloudy
train_1065,not_cloudy
train_1066,not_cloudy
train_1067,not_cloudy
train_1068,not_cloudy
train_1069,not_cloudy
train_1070,cloudy
train_1071,not_cloudy
train_1072,not_cloudy
train_1073,not_cloudy
train_1074,not_cloudy
train_1075,not_cloudy
train_1076,not_cloudy
train_1077,not_cloudy
train_1078,not_cloudy
train_1079,not_cloudy
train_1080,not_cloudy
train_1081,not_cloudy
train_1082,not_cloudy
train_1083,not_cloudy
train_1084,not_cloudy
train_1085,not_cloudy
train_1086,cloudy
train_1087,not_cloudy
train_1088,not_cloudy
train_1089,not_cloudy
train_1090,not_cloudy
train_1091,not_cloudy
train_1092,cloudy
train_1093,not_cloudy
train_1094,not_cloudy
train_1095,not_cloudy
train_1096,not_cloudy
train_1097,not_cloudy
train_1098,not_cloudy
train_1099,not_cloudy
train_1100,not_cloudy
train_1101,not_cloudy
train_1102,not_cloudy
train_1103,not_cloudy
train_1104,not_cloudy
train_1105,not_cloudy
train_1106,not_cloudy
train_1107,not_cloudy
train_1108,not_cloudy
train_1109,not_cloudy
train_1110,not_cloudy
train_1111,not_cloudy
train_1112,not_cloudy
train_1113,not_cloudy
train_1114,not_cloudy
train_1115,not_cloudy
train_1116,not_cloudy
train_1117,not_cloudy
train_1118,not_cloudy
train_1119,not_cloudy
train_1120,not_cloudy
train_1121,not_cloudy
train_1122,not_cloudy
train_1123,not_cloudy
train_1124,not_cloudy
train_1125,not_cloudy
train_1126,cloudy
train_1127,not_cloudy
train_1128,not_cloudy
train_1129,not_cloudy
train_1130,not_cloudy
train_1131,not_cloudy
train_1132,not_cloudy
train_1133,not_cloudy
train_1134,not_cloudy
train_1135,not_cloudy
train_1136,not_cloudy
train_1137,not_cloudy
train_1138,not_cloudy
train_1139,not_cloudy
train_1140,cloudy
train_1141,not_cloudy
train_1142,not_cloudy
train_1143,not_cloudy
train_1144,not_cloudy
train_1145,not_cloudy
train_1146,not_cloudy
train_1147,not_cloudy
train_1148,not_cloudy
train_1149,not_cloudy
train_1150,not_cloudy
train_1151,not_cloudy
train_1152,not_cloudy
train_1153,not_cloudy
train_1154,not_cloudy
train_1155,not_cloudy
train_1156,not_cloudy
train_1157,not_cloudy
train_1158,not_cloudy
train_1159,not_cloudy
train_1160,not_cloudy
train_1161,not_cloudy
train_1162,not_cloudy
train_1163,not_cloudy
train_1164,not_cloudy
train_1165,not_cloudy
train_1166,not_cloudy
train_1167,not_cloudy
train_1168,not_cloudy
train_1169,not_cloudy
train_1170,not_cloudy
train_1171,not_cloudy
train_1172,not_cloudy
train_1173,not_cloudy
train_1174,not_cloudy
train_1175,not_cloudy
train_1176,not_cloudy
train_1177,not_cloudy
train_1178,not_cloudy
train_1179,not_cloudy
train_1180,not_cloudy
train_1181,not_cloudy
train_1182,not_cloudy
train_1183,not_cloudy
train_1184,not_cloudy
train_1185,not_cloudy
train_1186,not_cloudy
train_1187,not_cloudy
train_1188,not_cloudy
train_1189,not_cloudy
train_1190,not_cloudy
train_1191,not_cloudy
train_1192,not_cloudy
train_1193,not_cloudy
train_1194,cloudy
train_1195,not_cloudy
train_1196,not_cloudy
train_1197,not_cloudy
train_1198,not_cloudy
train_1199,not_cloudy
train_1200,not_cloudy
train_1201,not_cloudy
train_1202,not_cloudy
train_1203,not_cloudy
train_1204,not_cloudy
train_1205,not_cloudy
train_1206,not_cloudy
train_1207,not_cloudy
train_1208,not_cloudy
train_1209,not_cloudy
train_1210,not_cloudy
train_1211,not_cloudy
train_1212,not_cloudy
train_1213,not_cloudy
train_1214,not_cloudy
train_1215,not_cloudy
train_1216,not_cloudy
train_1217,not_cloudy
train_1218,not_cloudy
train_1219,not_cloudy
train_1220,not_cloudy
train_1221,not_cloudy
train_1222,not_cloudy
train_1223,not_cloudy
train_1224,not_cloudy
train_1225,not_cloudy
train_1226,not_cloudy
train_1227,not_cloudy
train_1228,not_cloudy
train_1229,not_cloudy
train_1230,not_cloudy
train_1231,not_cloudy
train_1232,not_cloudy
train_1233,not_cloudy
train_1234,not_cloudy
train_1235,not_cloudy
train_1236,not_cloudy
train_1237,not_cloudy
train_1238,not_cloudy
train_1239,not_cloudy
train_1240,not_cloudy
train_1241,not_cloudy
train_1242,not_cloudy
train_1243,not_cloudy
train_1244,not_cloudy
train_1245,not_cloudy
train_1246,not_cloudy
train_1247,not_cloudy
train_1248,not_cloudy
train_1249,not_cloudy
train_1250,not_cloudy
train_1251,not_cloudy
train_1252,not_cloudy
train_1253,not_cloudy
train_1254,not_cloudy
train_1255,not_cloudy
train_1256,cloudy
train_1257,not_cloudy
train_1258,not_cloudy
